	date	title	link
31	2022-04-21	Украина сорвала эвакуацию из комбината «Азовсталь» в Мариуполе, заявили в Минобороны РФ	file:///news/2022-04-21/426957-ukraina_sorvala_evakuatsiyu_iz_kombinata_azovstal_v_mariupole_zayavili_v_minoborony_rf
32	2022-04-21	В Харькове пропал журналист Гонсало Лира Лопес, критиковавший украинские власти и Запад	file:///news/2022-04-21/426949-v_harkove_propal_zhurnalist_gonsalo_lira_lopes_kritikovavshiy_ukrainskie_vlasti_i_zapad
33	2022-04-21	В Министерстве обороны РФ заявляют, что Украина намеренно срывает эвакуацию из комбината «Азовсталь» в Мариуполе	file:///news/2022-04-21/426948-v_ministerstve_oborony_rf_zayavlyayut_chto_ukraina_namerenno_sryvaet_evakuatsiyu_iz_kombinata_azovstal_v_mariupole
34	2022-04-21	Борис Джонсон призвал Россию гуманно относиться к взятым в плен на Украине британцам	file:///news/2022-04-20/426946-boris_dzhonson_prizval_rossiyu_gumanno_otnositsya_k_vzyatym_v_plen_na_ukraine_britantsam
35	2022-04-20	Город Балаклея под Харьковом дождался своих и строит освобожденный от киевских порядков уклад	file:///news/2022-04-20/426940-gorod_balakleya_pod_harkovom_dozhdalsya_svoih_i_stroit_osvobozhdennyy_ot_kievskih_poryadkov_uklad
36	2022-04-20	Защита Донбасса, как меняется Россия и новые возможности проявить себя — заявления Владимира Путина	file:///news/2022-04-20/426935-zaschita_donbassa_kak_menyaetsya_rossiya_i_novye_vozmozhnosti_proyavit_sebya_zayavleniya_vladimira_putina
37	2022-04-20	Европа и Америка с завидным упорством продолжают заваливать Украину оружием	file:///news/2022-04-20/426903-evropa_i_amerika_s_zavidnym_uporstvom_prodolzhayut_zavalivat_ukrainu_oruzhiem
38	2022-04-20	Выпуск новостей в 12:00 от 20.04.2022	file:///news/2022-04-20/426890-vypusk_novostey_v_12_00_ot_20_04_2022
39	2022-04-20	Вашингтон отправил на Украину еще четыре самолета с вооружением	file:///news/2022-04-19/426845-vashington_otpravil_na_ukrainu_esche_chetyre_samoleta_s_vooruzheniem
40	2022-04-19	Служба безопасности Украины готовит новую провокацию	file:///news/2022-04-19/426839-sluzhba_bezopasnosti_ukrainy_gotovit_novuyu_provokatsiyu
41	2022-04-19	Запад делает все, чтобы максимально затянуть происходящее на Украине, заявил Сергей Шойгу	file:///news/2022-04-19/426840-zapad_delaet_vse_chtoby_maksimalno_zatyanut_proishodyaschee_na_ukraine_zayavil_sergey_shoygu
42	2022-04-19	Три человека ранены в Белгородской области в результате нового обстрела со стороны Украины	file:///news/2022-04-19/426841-tri_cheloveka_raneny_v_belgorodskoy_oblasti_v_rezultate_novogo_obstrela_so_storony_ukrainy
43	2022-04-19	Министр обороны РФ Сергей Шойгу заявил о том, что США и их союзники наращивают поставки оружия Украине	file:///news/2022-04-19/426836-ministr_oborony_rf_sergey_shoygu_zayavil_o_tom_chto_ssha_i_ih_soyuzniki_naraschivayut_postavki_oruzhiya_ukraine
44	2022-04-19	Вооруженные силы Украины вновь бьют по мирным жителям	file:///news/2022-04-19/426825-vooruzhennye_sily_ukrainy_vnov_byut_po_mirnym_zhitelyam
45	2022-04-19	В Минобороны РФ сообщили о готовящейся провокации в Одесской области	file:///news/2022-04-19/426823-v_minoborony_rf_soobschili_o_gotovyascheysya_provokatsii_v_odesskoy_oblasti
46	2022-04-19	Выпуск новостей в 12:00 от 19.04.2022	file:///news/2022-04-19/426810-vypusk_novostey_v_12_00_ot_19_04_2022
47	2022-04-19	Из Белгородской области пришли сообщения о новом обстреле со стороны Украины	file:///news/2022-04-19/426815-iz_belgorodskoy_oblasti_prishli_soobscheniya_o_novom_obstrele_so_storony_ukrainy
48	2022-04-19	Российским военным стало известно о подготовке новой чудовищной провокации СБУ с массовым расстрелом жителей Одесской области	file:///news/2022-04-19/426812-rossiyskim_voennym_stalo_izvestno_o_podgotovke_novoy_chudovischnoy_provokatsii_sbu_s_massovym_rasstrelom_zhiteley_odesskoy_oblasti
49	2022-04-19	Начата подготовка досье по расследованию разработки США биологического оружия на Украине	file:///news/2022-04-18/426758-nachata_podgotovka_dosie_po_rassledovaniyu_razrabotki_ssha_biologicheskogo_oruzhiya_na_ukraine
50	2022-04-18	Выпуск новостей в 14:00 от 18.04.2022	file:///news/2022-04-18/426746-vypusk_novostey_v_14_00_ot_18_04_2022
51	2022-04-18	Киев готовит новые провокации с обстрелом храмов в ряде областей Украины в пасхальную ночь	file:///news/2022-04-18/426736-kiev_gotovit_novye_provokatsii_s_obstrelom_hramov_v_ryade_oblastey_ukrainy_v_pashalnuyu_noch
52	2022-04-18	Росавиация продлила ограничения на полеты в южные и некоторые центральные аэропорты страны	file:///news/2022-04-18/426733-rosaviatsiya_prodlila_ogranicheniya_na_polety_v_yuzhnye_i_nekotorye_tsentralnye_aeroporty_strany
53	2022-04-18	В борьбе с нацистами в Донбассе и на Украине российские бойцы проявляют стойкость и мужество	file:///news/2022-04-18/426729-v_borbe_s_natsistami_v_donbasse_i_na_ukraine_rossiyskie_boytsy_proyavlyayut_stoykost_i_muzhestvo
54	2022-04-18	25 мирных жителей ДНР пострадали от обстрелов со стороны Украины	file:///news/2022-04-18/426718-25_mirnyh_zhiteley_dnr_postradali_ot_obstrelov_so_storony_ukrainy
55	2022-04-18	Выпуск программы «Время» в 21:00 от 17.04.2022	file:///news/2022-04-17/426686-vypusk_programmy_vremya_v_21_00_ot_17_04_2022
56	2022-04-17	Масштаб американского присутствия на Украине изумил даже европейских военных корреспондентов	file:///news/2022-04-17/426701-masshtab_amerikanskogo_prisutstviya_na_ukraine_izumil_dazhe_evropeyskih_voennyh_korrespondentov
57	2022-04-17	Суд во Львове арестовал Виктора Медведчука без возможности внесения залога	file:///news/2022-04-17/426700-sud_vo_lvove_arestoval_viktora_medvedchuka_bez_vozmozhnosti_vneseniya_zaloga
58	2022-04-17	Американский военный аналитик объяснил, почему Россия не может спокойно смотреть на возрождение нацизма на Украине	file:///news/2022-04-17/426697-amerikanskiy_voennyy_analitik_ob_yasnil_pochemu_rossiya_ne_mozhet_spokoyno_smotret_na_vozrozhdenie_natsizma_na_ukraine
59	2022-04-17	Киев запретил боевикам в Мариуполе сдаваться российским войскам под угрозой расстрела	file:///news/2022-04-17/426674-kiev_zapretil_boevikam_v_mariupole_sdavatsya_rossiyskim_voyskam_pod_ugrozoy_rasstrela
60	2022-04-17	Выпуск новостей в 15:00 от 17.04.2022	file:///news/2022-04-17/426664-vypusk_novostey_v_15_00_ot_17_04_2022
61	2022-04-17	Российские военные каждый день мужественно сражаются с националистами в ходе спецоперации на Украине	file:///news/2022-04-17/426669-rossiyskie_voennye_kazhdyy_den_muzhestvenno_srazhayutsya_s_natsionalistami_v_hode_spetsoperatsii_na_ukraine
62	2022-04-17	Более 845 тысяч беженцев прибыли в Россию из Донбасса и с Украины с начала спецоперации	file:///news/2022-04-17/426668-bolee_845_tysyach_bezhentsev_pribyli_v_rossiyu_iz_donbassa_i_s_ukrainy_s_nachala_spetsoperatsii
63	2022-04-17	Киевский режим привлек на Украину почти 7000 иностранных наемников из 63 государств	file:///news/2022-04-17/426665-kievskiy_rezhim_privlek_na_ukrainu_pochti_7000_inostrannyh_naemnikov_iz_63_gosudarstv
64	2022-04-17	Выпуск новостей в 12:00 от 17.04.2022	file:///news/2022-04-17/426657-vypusk_novostey_v_12_00_ot_17_04_2022
65	2022-04-17	На Украину доставили еще одну партию гуманитарных грузов	file:///news/2022-04-17/426662-na_ukrainu_dostavili_esche_odnu_partiyu_gumanitarnyh_gruzov
66	2022-04-17	Российская армия в ходе спецоперации ликвидировала на Украине свыше тысячи иностранных наемников	file:///news/2022-04-17/426658-rossiyskaya_armiya_v_hode_spetsoperatsii_likvidirovala_na_ukraine_svyshe_tysyachi_inostrannyh_naemnikov
67	2022-04-17	Российские военные доставили гуманитарную помощь в Харьковскую область	file:///news/2022-04-17/426655-rossiyskie_voennye_dostavili_gumanitarnuyu_pomosch_v_harkovskuyu_oblast
68	2022-04-17	Российские военные проявляют героизм и отвагу в ходе спецоперации на Украине	file:///news/2022-04-17/426652-rossiyskie_voennye_proyavlyayut_geroizm_i_otvagu_v_hode_spetsoperatsii_na_ukraine
69	2022-04-17	Супруга Виктора Медведчука сообщила о поступающих угрозах расправы	file:///news/2022-04-15/426535-supruga_viktora_medvedchuka_soobschila_o_postupayuschih_ugrozah_raspravy
70	2022-04-15	Выпуск новостей в 09:00 от 15.04.2022	file:///news/2022-04-15/426506-vypusk_novostey_v_09_00_ot_15_04_2022
71	2022-04-15	После начала спецоперации на Украине в России резко сократилось количество звонков от телефонных мошенников	file:///news/2022-04-15/426504-posle_nachala_spetsoperatsii_na_ukraine_v_rossii_rezko_sokratilos_kolichestvo_zvonkov_ot_telefonnyh_moshennikov
72	2022-04-15	Российские военные показали, как работает расчет беспилотного летательного аппарата в ходе специальной военной операции на Украине	file:///news/2022-04-15/426502-rossiyskie_voennye_pokazali_kak_rabotaet_raschet_bespilotnogo_letatelnogo_apparata_v_hode_spetsialnoy_voennoy_operatsii_na_ukraine
73	2022-04-15	Зафиксированы новые факты бесчеловечного отношения киевских властей к мирным жителям	file:///news/2022-04-15/426501-zafiksirovany_novye_fakty_beschelovechnogo_otnosheniya_kievskih_vlastey_k_mirnym_zhitelyam
74	2022-04-15	Российским военным, которые проявили мужество и героизм в ходе спецоперации на Украине, вручили госнаграды	file:///news/2022-04-14/426497-rossiyskim_voennym_kotorye_proyavili_muzhestvo_i_geroizm_v_hode_spetsoperatsii_na_ukraine_vruchili_gosnagrady
75	2022-04-14	Ровно восемь лет назад, 14 апреля 2014-го, в Донбассе началась так называемая антитеррористическая операция	file:///news/2022-04-14/426488-rovno_vosem_let_nazad_14_aprelya_2014_go_v_donbasse_nachalas_tak_nazyvaemaya_antiterroristicheskaya_operatsiya
76	2022-04-14	Стали известны новые шокирующие данные об испытаниях биологического оружия на Украине	file:///news/2022-04-14/426479-stali_izvestny_novye_shokiruyuschie_dannye_ob_ispytaniyah_biologicheskogo_oruzhiya_na_ukraine
77	2022-04-14	Выпуск новостей в 18:00 от 14.04.2022	file:///news/2022-04-14/426470-vypusk_novostey_v_18_00_ot_14_04_2022
78	2022-04-14	В Пентагоне раскрыли детали, какое вооружение и в каком количестве Киев получит от Вашингтона	file:///news/2022-04-14/426472-v_pentagone_raskryli_detali_kakoe_vooruzhenie_i_v_kakom_kolichestve_kiev_poluchit_ot_vashingtona
79	2022-04-14	Прямо на передовой награждают российских военных, которые отличились во время специальной операции на Украине	file:///news/2022-04-14/426416-pryamo_na_peredovoy_nagrazhdayut_rossiyskih_voennyh_kotorye_otlichilis_vo_vremya_spetsialnoy_operatsii_na_ukraine
80	2022-04-14	Новую партию военной помощи Украине на сотни миллионов долларов доставят из США	file:///news/2022-04-14/426413-novuyu_partiyu_voennoy_pomoschi_ukraine_na_sotni_millionov_dollarov_dostavyat_iz_ssha
81	2022-04-14	В Минобороны рассказали о героических действиях российских военных во время специальной операции на Украине	file:///news/2022-04-14/426407-v_minoborony_rasskazali_o_geroicheskih_deystviyah_rossiyskih_voennyh_vo_vremya_spetsialnoy_operatsii_na_ukraine
82	2022-04-14	Беженцы из Мариуполя и других городов рассказали об ужасах, которые им пришлось пережить	file:///news/2022-04-13/426404-bezhentsy_iz_mariupolya_i_drugih_gorodov_rasskazali_ob_uzhasah_kotorye_im_prishlos_perezhit
83	2022-04-13	Джо Байден сообщил о решении предоставить военную помощь Киеву еще на 800 млн долларов	file:///news/2022-04-13/426403-dzho_bayden_soobschil_o_reshenii_predostavit_voennuyu_pomosch_kievu_esche_na_800_mln_dollarov
84	2022-04-13	В освобожденных от националистов районах Украины полным ходом идет посевная	file:///news/2022-04-13/426402-v_osvobozhdennyh_ot_natsionalistov_rayonah_ukrainy_polnym_hodom_idet_posevnaya
85	2022-04-13	В Совете Федерации прокомментировали заявления Госдепа о химическом оружии на Украине	file:///news/2022-04-13/426400-v_sovete_federatsii_prokommentirovali_zayavleniya_gosdepa_o_himicheskom_oruzhii_na_ukraine
86	2022-04-13	Дмитрий Песков прокомментировал задержание в Киеве оппозиционера Виктора Медведчука	file:///news/2022-04-13/426385-dmitriy_peskov_prokommentiroval_zaderzhanie_v_kieve_oppozitsionera_viktora_medvedchuka
87	2022-04-13	Выпуск новостей в 15:00 от 13.04.2022	file:///news/2022-04-13/426374-vypusk_novostey_v_15_00_ot_13_04_2022
88	2022-04-13	В МИД РФ прокомментировали заявления Украины о планах выбить показания из Виктора Медведчука	file:///news/2022-04-13/426380-v_mid_rf_prokommentirovali_zayavleniya_ukrainy_o_planah_vybit_pokazaniya_iz_viktora_medvedchuka
89	2022-04-13	Выпуск новостей в 07:00 от 13.04.2022	file:///news/2022-04-13/426333-vypusk_novostey_v_07_00_ot_13_04_2022
90	2022-04-13	В интернете появилась еще одна фотография человека в наручниках, похожего на Виктора Медведчука	file:///news/2022-04-13/426338-v_internete_poyavilas_esche_odna_fotografiya_cheloveka_v_naruchnikah_pohozhego_na_viktora_medvedchuka
91	2022-04-13	Минобороны сообщает об отважных действиях российских военных во время спецоперации на Украине	file:///news/2022-04-13/426335-minoborony_soobschaet_ob_otvazhnyh_deystviyah_rossiyskih_voennyh_vo_vremya_spetsoperatsii_na_ukraine
92	2022-04-13	Семь мирных жителей пострадали в Мариуполе во время обстрелов со стороны Вооруженных сил Украины	file:///news/2022-04-13/426334-sem_mirnyh_zhiteley_postradali_v_mariupole_vo_vremya_obstrelov_so_storony_vooruzhennyh_sil_ukrainy
93	2022-04-13	Совет Всемирной медицинской ассоциации не стал исключать из состава организации Национальную медицинскую палату России	file:///news/2022-04-12/426329-sovet_vsemirnoy_meditsinskoy_assotsiatsii_ne_stal_isklyuchat_iz_sostava_organizatsii_natsionalnuyu_meditsinskuyu_palatu_rossii
94	2022-04-12	На Украине задержан лидер партии «Оппозиционная платформа — За жизнь» Виктор Медведчук	file:///news/2022-04-12/426332-na_ukraine_zaderzhan_lider_partii_oppozitsionnaya_platforma_za_zhizn_viktor_medvedchuk
95	2022-04-12	В Подмосковье задержан сторонник запрещенного в России «Правого сектора»	file:///news/2022-04-12/426316-v_podmoskovie_zaderzhan_storonnik_zapreschennogo_v_rossii_pravogo_sektora
96	2022-04-12	Съемочная группа Первого канала попала под обстрел националистов в Мариуполе	file:///news/2022-04-12/426312-s_emochnaya_gruppa_pervogo_kanala_popala_pod_obstrel_natsionalistov_v_mariupole
97	2022-04-12	Свыше 15 тысяч человек с Украины за минувшие сутки прошли пункты пропуска в Ростовской области	file:///news/2022-04-12/426283-svyshe_15_tysyach_chelovek_s_ukrainy_za_minuvshie_sutki_proshli_punkty_propuska_v_rostovskoy_oblasti
98	2022-04-12	Еще тысячу с лишним тонн гуманитарных грузов доставили жителям Донбасса и Украины подразделения МЧС	file:///news/2022-04-12/426264-esche_tysyachu_s_lishnim_tonn_gumanitarnyh_gruzov_dostavili_zhitelyam_donbassa_i_ukrainy_podrazdeleniya_mchs
99	2022-04-12	В Минобороны рассказали об отважных действиях российских военных во время специальной операции на Украине	file:///news/2022-04-12/426253-v_minoborony_rasskazali_ob_otvazhnyh_deystviyah_rossiyskih_voennyh_vo_vremya_spetsialnoy_operatsii_na_ukraine
100	2022-04-12	Выпуск программы «Время» в 21:00 от 11.04.2022	file:///news/2022-04-11/426228-vypusk_programmy_vremya_v_21_00_ot_11_04_2022
101	2022-04-11	Опубликовано фото, доказывающее, что удар в Краматорске был нанесен со стороны Украины	file:///news/2022-04-11/426241-opublikovano_foto_dokazyvayuschee_chto_udar_v_kramatorske_byl_nanesen_so_storony_ukrainy
102	2022-04-11	Помощник президента США рассказал о планах любыми способами ослабить Россию	file:///news/2022-04-11/426240-pomoschnik_prezidenta_ssha_rasskazal_o_planah_lyubymi_sposobami_oslabit_rossiyu
103	2022-04-11	На Украине призывающий к насилию русофобский ролик назвали «социальной рекламой»	file:///news/2022-04-11/426239-na_ukraine_prizyvayuschiy_k_nasiliyu_rusofobskiy_rolik_nazvali_sotsialnoy_reklamoy
104	2022-04-11	Сергей Лавров назвал из ряда вон выходящим заявление главы евродипломатии Жозепа Борреля	file:///news/2022-04-11/426220-sergey_lavrov_nazval_iz_ryada_von_vyhodyaschim_zayavlenie_glavy_evrodiplomatii_zhozepa_borrelya
105	2022-04-11	На Украине назвали «социальной рекламой» размещенный в интернете ролик националистов	file:///news/2022-04-11/426218-na_ukraine_nazvali_sotsialnoy_reklamoy_razmeschennyy_v_internete_rolik_natsionalistov
106	2022-04-11	В Ново-Огареве состоялись переговоры Владимира Путина и канцлера Австрии Карла Нехаммера	file:///news/2022-04-11/426215-v_novo_ogareve_sostoyalis_peregovory_vladimira_putina_i_kantslera_avstrii_karla_nehammera
107	2022-04-11	Все более резонансной становится история с так называемой «социальной рекламой» на Украине	file:///news/2022-04-11/426212-vse_bolee_rezonansnoy_stanovitsya_istoriya_s_tak_nazyvaemoy_sotsialnoy_reklamoy_na_ukraine
108	2022-04-11	МИД: Россия не видит причин, по которым она не могла бы продолжать переговоры с Украиной	file:///news/2022-04-11/426208-mid_rossiya_ne_vidit_prichin_po_kotorym_ona_ne_mogla_by_prodolzhat_peregovory_s_ukrainoy
109	2022-04-11	Владимир Путин и канцлер Австрии Карл Нехаммер проведут в Москве свою первую встречу	file:///news/2022-04-11/426190-vladimir_putin_i_kantsler_avstrii_karl_nehammer_provedut_v_moskve_svoyu_pervuyu_vstrechu
110	2022-04-11	В Днепропетровской области уничтожен дивизион систем противовоздушной обороны С-300, который был поставлен Украине из Европы	file:///news/2022-04-11/426186-v_dnepropetrovskoy_oblasti_unichtozhen_divizion_sistem_protivovozdushnoy_oborony_s_300_kotoryy_byl_postavlen_ukraine_iz_evropy
111	2022-04-11	Выпуск новостей в 11:00 от 11.04.2022	file:///news/2022-04-11/426175-vypusk_novostey_v_11_00_ot_11_04_2022
112	2022-04-11	Помощник президента США по нацбезопасности рассказал о целях Вашингтона на Украине	file:///news/2022-04-11/426181-pomoschnik_prezidenta_ssha_po_natsbezopasnosti_rasskazal_o_tselyah_vashingtona_na_ukraine
113	2022-04-11	Более 730 тысяч беженцев из Донбасса и с Украины приехали в Россию за время проведения спецоперации	file:///news/2022-04-11/426179-bolee_730_tysyach_bezhentsev_iz_donbassa_i_s_ukrainy_priehali_v_rossiyu_za_vremya_provedeniya_spetsoperatsii
114	2022-04-11	На освобожденной от неонацистов территории Украины российские саперы находят и уничтожают мины, гранаты и уцелевшие боеприпасы	file:///news/2022-04-11/426178-na_osvobozhdennoy_ot_neonatsistov_territorii_ukrainy_rossiyskie_sapery_nahodyat_i_unichtozhayut_miny_granaty_i_utselevshie_boepripasy
115	2022-04-11	Минобороны РФ сообщило о ликвидации под Днепропетровском поставленных Украине из Европы C-300	file:///news/2022-04-11/426176-minoborony_rf_soobschilo_o_likvidatsii_pod_dnepropetrovskom_postavlennyh_ukraine_iz_evropy_c_300
116	2022-04-11	На Украине запустили социальную рекламу, снятую в стиле запрещенной ИГИЛ	file:///news/2022-04-11/426170-na_ukraine_zapustili_sotsialnuyu_reklamu_snyatuyu_v_stile_zapreschennoy_igil
117	2022-04-11	Выпуск программы «Воскресное Время» в 21:00 от 10.04.2022	file:///news/2022-04-10/426110-vypusk_programmy_voskresnoe_vremya_v_21_00_ot_10_04_2022
118	2022-04-10	Президент Украины, направив видеообращение парламенту Греции, спровоцировал грандиозный скандал	file:///news/2022-04-10/426137-prezident_ukrainy_napraviv_videoobraschenie_parlamentu_gretsii_sprovotsiroval_grandioznyy_skandal
119	2022-04-10	В порту города Салоники демонстранты помешали отправки военной техники НАТО на Украину	file:///news/2022-04-10/426147-v_portu_goroda_saloniki_demonstranty_pomeshali_otpravki_voennoy_tehniki_nato_na_ukrainu
120	2022-04-10	Более 700 тысяч беженцев из Донбасса и с Украины переехали в Россию	file:///news/2022-04-10/426148-bolee_700_tysyach_bezhentsev_iz_donbassa_i_s_ukrainy_pereehali_v_rossiyu
121	2022-04-10	Беженцев из Донбасса и с Украины принимают по всей стране	file:///news/2022-04-10/426132-bezhentsev_iz_donbassa_i_s_ukrainy_prinimayut_po_vsey_strane
122	2022-04-10	Выпуск новостей в 12:00 от 10.04.2022	file:///news/2022-04-10/426098-vypusk_novostey_v_12_00_ot_10_04_2022
123	2022-04-10	Последние данные о ходе специальной военной операции по защите Донбасса сообщили в Минобороны	file:///news/2022-04-10/426099-poslednie_dannye_o_hode_spetsialnoy_voennoy_operatsii_po_zaschite_donbassa_soobschili_v_minoborony
124	2022-04-10	О лучших качествах человека, которые проявляются в окружении откровенно враждебном	file:///news/2022-04-10/426091-o_luchshih_kachestvah_cheloveka_kotorye_proyavlyayutsya_v_okruzhenii_otkrovenno_vrazhdebnom
125	2022-04-10	Российские военнослужащие за последние сутки провели 12 гуманитарных акций в Донбассе и на Украине	file:///news/2022-04-10/426089-rossiyskie_voennosluzhaschie_za_poslednie_sutki_proveli_12_gumanitarnyh_aktsiy_v_donbasse_i_na_ukraine
126	2022-04-10	Бывший премьер Словакии возмущен решением правительства о передаче оружия Украине	file:///news/2022-04-09/426079-byvshiy_premier_slovakii_vozmuschen_resheniem_pravitelstva_o_peredache_oruzhiya_ukraine
