date	title	link
April 24, 2022	Russian servicemen saved the life of a wounded Ukrainian officer	https://www.1tv.ru/news/2022-04-24/427228-rossiyskie_voennosluzhaschie_spasli_zhizn_ranenomu_ukrainskomu_ofitseru
April 24, 2022	The Russian Ministry of Defense publishes a new list of losses of the National Guard of Ukraine	https://www.1tv.ru/news/2022-04-24/427227-rossiyskoe_minoborony_publikuet_novyy_spisok_poter_natsionalnoy_gvardii_ukrainy
April 24, 2022	The Ministry of Defense of the Russian Federation continues to inform about the progress of the special operation to protect Donbass	https://www.1tv.ru/news/2022-04-24/427226-v_minoborony_rf_prodolzhayut_informirovat_o_hode_spetsoperatsii_po_zaschite_donbassa
April 24, 2022	Soldiers of the Russian army heroically perform tasks in the special operation zone to protect Donbass	https://www.1tv.ru/news/2022-04-24/427225-boytsy_armii_rossii_geroyski_vypolnyayut_zadachi_v_zone_spetsoperatsii_po_zaschite_donbassa
April 24, 2022	The Russian military delivered humanitarian aid to the city of Kupyansk in the Kharkiv region by Easter	https://www.1tv.ru/news/2022-04-24/427224-rossiyskie_voennye_k_pashe_dostavili_gumanitarnuyu_pomosch_v_gorod_kupyansk_v_harkovskoy_oblasti
April 24, 2022	Easter services were held that night in Mariupol, liberated from the Nazis	https://www.1tv.ru/news/2022-04-24/427223-pashalnye_bogosluzheniya_proshli_etoy_nochyu_i_v_mariupole_osvobozhdennom_ot_natsistov
April 24, 2022	Vladimir Putin congratulated believers on the great Easter holiday and noted the unification of people	https://www.1tv.ru/news/2022-04-24/427222-vladimir_putin_pozdravil_veruyuschih_s_velikim_prazdnikom_pashi_i_otmetil_ob_edinenie_lyudey
April 24, 2022	For the first time since the pandemic in Russia, believers were able to massively celebrate the bright holiday of Easter	https://www.1tv.ru/news/2022-04-24/427221-vpervye_posle_pandemii_v_rossii_veruyuschie_smogli_massovo_vstretit_svetlyy_prazdnik_pashi
April 24, 2022	News release at 15:00 on 04/24/2022	https://www.1tv.ru/news/2022-04-24/427210-vypusk_novostey_v_15_00_ot_24_04_2022
April 24, 2022	In France, the final political duel is the second round of the presidential election	https://www.1tv.ru/news/2022-04-24/427219-vo_frantsii_finalnaya_politicheskaya_duel_vtoroy_tur_prezidentskih_vyborov
April 24, 2022	Russian military saved the life of a wounded Ukrainian officer	https://www.1tv.ru/news/2022-04-24/427214-rossiyskie_voennye_spasli_zhizn_ranenomu_ukrainskomu_ofitseru
April 24, 2022	The Ministry of Defense of the Russian Federation published a new list of losses of the National Guard of Ukraine	https://www.1tv.ru/news/2022-04-24/427215-minoborony_rf_opublikovalo_novyy_spisok_poter_natsionalnoy_gvardii_ukrainy
April 24, 2022	The Russian military performed more than 420 fire missions in Ukraine overnight	https://www.1tv.ru/news/2022-04-24/427216-rossiyskie_voennye_za_noch_vypolnili_bolee_420_ognevyh_zadach_na_ukraine
April 24, 2022	Soldiers of the Russian army heroically perform tasks in the special operation zone to protect Donbass	https://www.1tv.ru/news/2022-04-24/427213-boytsy_armii_rossii_geroyski_vypolnyayut_zadachi_v_zone_spetsoperatsii_po_zaschite_donbassa
April 24, 2022	Humanitarian aid was met in Kupyansk, Kharkiv region	https://www.1tv.ru/news/2022-04-24/427212-gumanitarnuyu_pomosch_vstretili_v_kupyanske_harkovskoy_oblasti
April 24, 2022	Festive services were held in Mariupol	https://www.1tv.ru/news/2022-04-24/427218-v_mariupole_proshli_prazdnichnye_bogosluzheniya
April 24, 2022	Vladimir Putin congratulated believers	https://www.1tv.ru/news/2022-04-24/427217-vladimir_putin_pozdravil_veruyuschih
April 24, 2022	Orthodox around the world celebrate the Resurrection of Christ	https://www.1tv.ru/news/2022-04-24/427211-pravoslavnye_vsego_mira_otmechayut_voskresenie_hristovo
April 24, 2022	News release at 12:00 on 04/24/2022	https://www.1tv.ru/news/2022-04-24/427198-vypusk_novostey_v_12_00_ot_24_04_2022
April 24, 2022	Moscow in the grip of a North Atlantic cyclone	https://www.1tv.ru/news/2022-04-24/427204-moskva_vo_vlasti_severoatlanticheskogo_tsiklona
April 24, 2022	Police of the city of Miass are studying the circumstances of the incident during the fire show	https://www.1tv.ru/news/2022-04-24/427202-politsiya_goroda_miassa_izuchaet_obstoyatelstva_intsidenta_vo_vremya_ognennogo_shou
April 24, 2022	American TV channel ironic about the nervous breakdown of US residents	https://www.1tv.ru/news/2022-04-24/427203-amerikanskiy_telekanal_ironiziruet_na_temu_nervnogo_sryva_zhiteley_ssha
April 24, 2022	A sign of peaceful life in Kherson - the local market is seething again	https://www.1tv.ru/news/2022-04-24/427201-primeta_mirnoy_zhizni_v_hersone_mestnyy_rynok_snova_burlit
April 24, 2022	Residents of Kupyansk and Izyum, Kharkiv region, have Easter cakes and eggs for the holiday	https://www.1tv.ru/news/2022-04-24/427209-kulichi_i_yaytsa_k_prazdniku_est_u_zhiteley_kupyanska_i_izyuma_harkovskoy_oblasti
April 24, 2022	In the Moscow region, the defenders of Donbass were awarded state awards	https://www.1tv.ru/news/2022-04-24/427208-v_podmoskovie_zaschitnikam_donbassa_vruchili_gosudarstvennye_nagrady
April 24, 2022	Russian fighters saved the life of an employee of the Armed Forces of Ukraine	https://www.1tv.ru/news/2022-04-24/427207-rossiyskie_boytsy_spasli_zhizn_sluzhaschemu_vsu
April 24, 2022	New data from the Russian Ministry of Defense on the course of a special military operation to protect Donbass	https://www.1tv.ru/news/2022-04-24/427206-novye_dannye_ot_rossiyskogo_minoborony_o_hode_spetsialnoy_voennoy_operatsii_po_zaschite_donbassa
April 24, 2022	Easter services are held in four churches of Mariupol	https://www.1tv.ru/news/2022-04-24/427205-v_chetyreh_hramah_mariupolya_prohodyat_pashalnye_bogosluzheniya
April 24, 2022	The President of Russia addressed the believers	https://www.1tv.ru/news/2022-04-24/427200-k_veruyuschim_obratilsya_prezident_rossii
April 24, 2022	Orthodox celebrate the main Christian holiday	https://www.1tv.ru/news/2022-04-24/427199-pravoslavnye_otmechayut_glavnyy_hristianskiy_prazdnik
April 24, 2022	News release at 10:00 on 04/24/2022	https://www.1tv.ru/news/2022-04-24/427195-vypusk_novostey_v_10_00_ot_24_04_2022
April 24, 2022	Balloon festival takes place in Pereslavl-Zalessky	https://www.1tv.ru/news/2022-04-24/427192-festival_vozdushnyh_sharov_prohodit_v_pereslavle_zalesskom
April 24, 2022	National Park "Land of the Leopard" celebrates its 10th anniversary	https://www.1tv.ru/news/2022-04-24/427197-natsionalnyy_park_zemlya_leoparda_otmechaet_10_letie
April 24, 2022	Macron vs. Le Pen: second round of presidential elections in France	https://www.1tv.ru/news/2022-04-24/427191-makron_protiv_le_pen_vo_frantsii_vtoroy_tur_prezidentskih_vyborov
April 24, 2022	New names of the Russian military who liberate territories from nationalists	https://www.1tv.ru/news/2022-04-24/427194-novye_imena_rossiyskih_voennyh_kotorye_osvobozhdayut_territorii_ot_natsionalistov
April 24, 2022	Humanitarian aid for refugees was brought to the city of Kupyansk in the Kharkiv region	https://www.1tv.ru/news/2022-04-24/427190-gumanitarnuyu_pomosch_dlya_bezhentsev_privezli_v_gorod_kupyansk_v_harkovskoy_oblasti
April 24, 2022	Easter services are held in Mariupol, liberated from nationalists	https://www.1tv.ru/news/2022-04-24/427196-pashalnye_bogosluzheniya_prohodyat_v_mariupole_osvobozhdennom_ot_natsionalistov
April 24, 2022	Vladimir Putin congratulated the Orthodox on Easter	https://www.1tv.ru/news/2022-04-24/427193-s_pashoy_pravoslavnyh_pozdravil_vladimir_putin
April 24, 2022	The Resurrection of Christ is celebrated by the Orthodox around the world	https://www.1tv.ru/news/2022-04-24/427189-hristovo_voskresenie_otmechayut_pravoslavnye_vsego_mira
April 23, 2022	The release of the program "Time" at 21:00 from 04/23/2022	https://www.1tv.ru/news/2022-04-23/427175-vypusk_programmy_vremya_v_21_00_ot_23_04_2022
April 23, 2022	The festival of rhythmic gymnastics - the Alina festival - started in Moscow	https://www.1tv.ru/news/2022-04-23/427187-v_moskve_startoval_prazdnik_hudozhestvennoy_gimnastiki_festival_alina
April 23, 2022	A real cultural holiday for refugees from Donbass was held in Moscow	https://www.1tv.ru/news/2022-04-23/427186-nastoyaschiy_kulturnyy_prazdnik_dlya_bezhentsev_iz_donbassa_ustroili_v_moskve
April 23, 2022	Orphans from Donbass, who faced the hardest trials, were met by their new families in the Moscow region	https://www.1tv.ru/news/2022-04-23/427185-sirot_iz_donbassa_na_dolyu_kotoryh_vypali_tyazheleyshie_ispytaniya_vstretili_v_podmoskovie_ih_novye_semi
April 23, 2022	Russian military heroically perform combat missions during a special operation in Ukraine	https://www.1tv.ru/news/2022-04-23/427184-rossiyskie_voennye_geroyski_vypolnyayut_boevye_zadachi_v_hode_spetsoperatsii_na_ukraine
April 23, 2022	Tens of thousands of civilians may become victims of new provocations in Ukraine	https://www.1tv.ru/news/2022-04-23/427183-zhertvami_novyh_provokatsiy_na_ukraine_mogut_stat_desyatki_tysyach_mirnyh_zhiteley
April 23, 2022	New evidence found that OSCE monitors worked for Ukrainian intelligence	https://www.1tv.ru/news/2022-04-23/427182-obnaruzheny_novye_dokazatelstva_togo_chto_nablyudateli_obse_rabotali_na_ukrainskuyu_razvedku
April 23, 2022	During the day, high-precision air-based missiles of the Russian Aerospace Forces hit 22 military facilities of Ukraine	https://www.1tv.ru/news/2022-04-23/427181-v_techenie_dnya_vysokotochnymi_raketami_vozdushnogo_bazirovaniya_vks_rf_porazheny_22_voennyh_ob_ekta_ukrainy
April 23, 2022	On the eve of Easter, the Kyiv regime is preparing provocations against the Ukrainian Orthodox Church	https://www.1tv.ru/news/2022-04-23/427188-v_kanun_pashi_kievskiy_rezhim_gotovit_provokatsii_protiv_ukrainskoy_pravoslavnoy_tserkvi
April 23, 2022	Ukrainian Nazis disrupted the evacuation of residents from Mariupol whom Kyiv wanted to take to its territory	https://www.1tv.ru/news/2022-04-23/427180-ukrainskie_natsisty_sorvali_evakuatsiyu_iz_mariupolya_zhiteley_kotoryh_kiev_hotel_vyvezti_na_svoyu_territoriyu
April 23, 2022	Patriarch Kirill urged believers to pray for peace in Ukraine	https://www.1tv.ru/news/2022-04-23/427179-patriarh_kirill_prizval_veruyuschih_molitsya_o_mire_na_ukraine
April 23, 2022	The Holy Fire that descended in Jerusalem is being taken to Moscow	https://www.1tv.ru/news/2022-04-23/427178-blagodatnyy_ogon_soshedshiy_v_ierusalime_vezut_v_moskvu
April 23, 2022	Patriarch Kirill to hold Easter service at the Cathedral of Christ the Savior	https://www.1tv.ru/news/2022-04-23/427176-patriarh_kirill_provedet_pashalnoe_bogosluzhenie_v_hrame_hrista_spasitelya
April 23, 2022	News release at 18:00 from 04/23/2022	https://www.1tv.ru/news/2022-04-23/427163-vypusk_novostey_v_18_00_ot_23_04_2022
April 23, 2022	At the Theater of Satire "Masquerade" Lermontov was translated into the language of choreography and facial expressions	https://www.1tv.ru/news/2022-04-23/427173-v_teatre_satiry_maskarad_lermontova_pereveli_na_yazyk_horeografii_i_mimiki
April 23, 2022	Joe Biden is back in the spotlight	https://www.1tv.ru/news/2022-04-23/427172-dzho_bayden_snova_okazalsya_v_tsentre_vnimaniya_smi
April 23, 2022	Roscosmos conducted an unscheduled correction of the ISS orbit	https://www.1tv.ru/news/2022-04-23/427171-roskosmos_provel_vneplanovuyu_korrektsiyu_orbity_mks
April 23, 2022	Rosaviatsia extended until May 1 a ban on flights to 11 airports in the south and center of the Russian Federation	https://www.1tv.ru/news/2022-04-23/427170-rosaviatsiya_prodlila_do_1_maya_zapret_na_polety_v_11_aeroportov_yuga_i_tsentra_rf
April 23, 2022	20 children with mine-explosive injuries from the DPR, LPR and Ukraine are treated in Moscow	https://www.1tv.ru/news/2022-04-23/427168-20_detey_s_minno_vzryvnymi_travmami_iz_dnr_lnr_i_ukrainy_pohodyat_lechenie_v_moskve
April 23, 2022	The Ministry of Defense of the Russian Federation showed new footage of strikes on the positions of the Ukrainian Armed Forces	https://www.1tv.ru/news/2022-04-23/427174-minoborony_rf_pokazalo_novye_kadry_udarov_po_pozitsiyam_ukrainskih_vooruzhennyh_sil
April 23, 2022	After the liberation of Mariupol from gangs, the city returns to normal life	https://www.1tv.ru/news/2022-04-23/427167-posle_osvobozhdeniya_mariupolya_ot_bandformirovaniy_gorod_vozvraschaetsya_k_normalnoy_zhizni
April 23, 2022	The Ministry of Defense of the Russian Federation announced the plans of Kyiv to stage a staging in Ukraine using weapons of mass destruction	https://www.1tv.ru/news/2022-04-23/427166-minoborony_rf_soobschilo_o_planah_kieva_ustroit_na_ukraine_instsenirovku_s_ispolzovaniem_oruzhiya_massovogo_porazheniya
April 23, 2022	Holy Fire met in Jerusalem	https://www.1tv.ru/news/2022-04-23/427165-v_ierusalime_vstretili_blagodatnyy_ogon
April 23, 2022	Millions of believers on the eve of the Holy Resurrection of Christ illuminate Easter treats	https://www.1tv.ru/news/2022-04-23/427164-milliony_veruyuschih_v_kanun_svetlogo_hristova_voskreseniya_osveschayut_pashalnye_ugoscheniya
April 23, 2022	News release at 14:15 on 04/23/2022	https://www.1tv.ru/news/2022-04-23/427151-vypusk_novostey_v_14_15_ot_23_04_2022
April 23, 2022	The Holy Fire descended in the Church of the Holy Sepulcher in Jerusalem	https://www.1tv.ru/news/2022-04-23/427159-v_ierusalime_v_hrame_groba_gospodnya_soshel_blagodatnyy_ogon
April 23, 2022	Lermontov's "Masquerade" in the genre of plastic drama was staged at the Theater of Satire	https://www.1tv.ru/news/2022-04-23/427158-v_teatre_satiry_postavili_lermontovskiy_maskarad_v_zhanre_plasticheskoy_dramy
April 23, 2022	Rosaviatsia extended the restriction on flights to 11 airports in the country	https://www.1tv.ru/news/2022-04-23/427144-rosaviatsiya_prodlila_ogranichenie_na_polety_v_11_aeroportov_strany
April 23, 2022	An earthquake of magnitude 6 hit the Balkans last night	https://www.1tv.ru/news/2022-04-23/427143-minuvshey_nochyu_na_balkanah_proizoshlo_zemletryasenie_magnitudoy_okolo_shesti
April 23, 2022	Orphans from the DPR arrived in the Moscow region, who will be placed in foster families under guardianship	https://www.1tv.ru/news/2022-04-23/427162-v_moskovskuyu_oblast_priehali_siroty_iz_dnr_kotoryh_ustroyat_v_priemnye_semi_pod_opeku
April 23, 2022	20 children from the Donetsk and Luhansk republics who suffered from the shelling of the Armed Forces of Ukraine are now being treated in hospitals in the capital	https://www.1tv.ru/news/2022-04-23/427157-20_detey_iz_donetskoy_i_luganskoy_respublik_kotorye_postradali_ot_obstrelov_vsu_seychas_lechatsya_v_stolichnyh_klinikah
April 23, 2022	Captured Ukrainian soldier spoke about the rite of initiation through blood in the Armed Forces of Ukraine	https://www.1tv.ru/news/2022-04-23/427161-plennyy_ukrainskiy_voennyy_rasskazal_pro_obryad_posvyascheniya_cherez_krov_v_vsu
April 23, 2022	powerful explosion rocked the largest postal warehouse in Kharkiv	https://www.1tv.ru/news/2022-04-23/427160-na_krupneyshem_v_harkove_pochtovom_sklade_progremel_moschnyy_vzryv
April 23, 2022	Residents of Kharkiv region delivered another batch of humanitarian aid	https://www.1tv.ru/news/2022-04-23/427156-zhitelyam_harkovskoy_oblasti_dostavili_ocherednuyu_partiyu_gumanitarnoy_pomoschi
April 23, 2022	Normal life is gradually returning to all cities liberated from nationalists	https://www.1tv.ru/news/2022-04-23/427155-normalnaya_zhizn_postepenno_vozvraschaetsya_vo_vse_goroda_osvobozhdennye_ot_natsionalistov
April 23, 2022	Communications and mobile Internet are being established in Mariupol, the nearest plans are to restore the bakery	https://www.1tv.ru/news/2022-04-23/427154-v_mariupole_nalazhivayut_svyaz_i_mobilnyy_internet_v_blizhayshih_planah_vosstanovit_hlebozavod
April 23, 2022	Operational-tactical and army aviation of the Russian Aerospace Forces hit 66 military facilities of Ukraine during the night	https://www.1tv.ru/news/2022-04-23/427153-operativno_takticheskoy_i_armeyskoy_aviatsiey_vks_rf_v_techenie_nochi_porazheny_66_voennyh_ob_ektov_ukrainy
April 23, 2022	The United States is preparing a staging to accuse Russia of using weapons of mass destruction in Ukraine	https://www.1tv.ru/news/2022-04-23/427152-ssha_gotovyat_instsenirovki_s_tselyu_obvinit_rossiyu_v_primenenii_oruzhiya_massovogo_porazheniya_na_ukraine
April 23, 2022	News release at 12:55 on 04/23/2022	https://www.1tv.ru/news/2022-04-23/427148-vypusk_novostey_v_12_55_ot_23_04_2022
April 23, 2022	Easter cakes consecrated by Patriarch Kirill will be sent to Donbass with humanitarian aid	https://www.1tv.ru/news/2022-04-23/427150-osvyaschennye_patriarhom_kirillom_pashi_i_kulichi_otpravyat_v_donbass_s_gumanitarnoy_pomoschyu
April 23, 2022	Patriarch Kirill congratulated Orthodox believers on the upcoming Easter holiday	https://www.1tv.ru/news/2022-04-23/427147-patriarh_kirill_pozdravil_pravoslavnyh_veruyuschih_s_nastupayuschim_prazdnikom_pashi
April 23, 2022	Millions of believers are waiting for a miracle - the convergence of the Holy Fire in Jerusalem	https://www.1tv.ru/news/2022-04-23/427149-milliony_veruyuschih_ozhidayut_chuda_shozhdeniya_blagodatnogo_ognya_v_ierusalime
April 23, 2022	News release at 12:00 on 04/23/2022	https://www.1tv.ru/news/2022-04-23/427136-vypusk_novostey_v_12_00_ot_23_04_2022
April 23, 2022	Orphans from the DPR arrived in the Moscow region, who will be placed in foster families under guardianship	https://www.1tv.ru/news/2022-04-23/427142-v_moskovskuyu_oblast_priehali_siroty_iz_dnr_kotoryh_ustroyat_v_priemnye_semi_pod_opeku
April 23, 2022	Peaceful life returns to cities recently occupied by Ukrainian nationalists	https://www.1tv.ru/news/2022-04-23/427140-mirnaya_zhizn_vozvraschaetsya_v_goroda_esche_nedavno_zanyatye_ukrainskimi_natsionalistami
April 23, 2022	A powerful explosion occurred at the largest Kharkov postal warehouse	https://www.1tv.ru/news/2022-04-23/427141-moschnyy_vzryv_proizoshel_na_krupneyshem_harkovskom_pochtovom_sklade
April 23, 2022	Peaceful life is being restored in Mariupol liberated from radicals	https://www.1tv.ru/news/2022-04-23/427138-v_osvobozhdennom_ot_radikalov_mariupole_vosstanavlivayut_mirnuyu_zhizn
April 23, 2022	The Ministry of Defense announced new data on the progress of the special operation to protect Donbass	https://www.1tv.ru/news/2022-04-23/427139-minoborony_soobschilo_novye_dannye_o_hode_spetsoperatsii_po_zaschite_donbassa
April 23, 2022	The US is preparing provocations to accuse Russia of using chemical, biological or tactical nuclear weapons	https://www.1tv.ru/news/2022-04-23/427146-ssha_gotovyat_provokatsii_chtoby_obvinit_rossiyu_v_primenenii_himicheskogo_biologicheskogo_ili_takticheskogo_yadernogo_oruzhiya
April 23, 2022	Orthodox believers are preparing for the main church holiday - Easter	https://www.1tv.ru/news/2022-04-23/427137-pravoslavnye_veruyuschie_gotovyatsya_k_glavnomu_tserkovnomu_prazdniku_pashe
April 23, 2022	News release at 10:00 on 04/23/2022	https://www.1tv.ru/news/2022-04-23/427127-vypusk_novostey_v_10_00_ot_23_04_2022
April 23, 2022	Theater of Satire presented an unusual version of Lermontov's drama "Masquerade"	https://www.1tv.ru/news/2022-04-23/427135-teatr_satiry_predstavil_neobychnuyu_versiyu_dramy_lermontova_maskarad
April 23, 2022	Joe Biden again said hello to the void after a speech in Seattle	https://www.1tv.ru/news/2022-04-23/427134-dzho_bayden_vnov_pozdorovalsya_s_pustotoy_posle_vystupleniya_v_sietle
April 23, 2022	Russian attack helicopters Ka-52 destroyed a tank, an infantry fighting vehicle and a stronghold of the Armed Forces of Ukraine	https://www.1tv.ru/news/2022-04-23/427133-rossiyskie_udarnye_vertolety_ka_52_unichtozhili_tank_boevuyu_mashinu_pehoty_i_opornyy_punkt_vsu
April 23, 2022	soldier of the Armed Forces of Ukraine, who was taken prisoner, told what is happening in the Ukrainian army	https://www.1tv.ru/news/2022-04-23/427132-voennosluzhaschiy_vsu_popavshiy_v_plen_rasskazal_chto_tvoritsya_v_ukrainskoy_armii
April 23, 2022	As a result of a fire on the cruiser "Moskva", 27 sailors went missing, one died	https://www.1tv.ru/news/2022-04-23/427131-v_rezultate_pozhara_na_kreysere_moskva_27_moryakov_propali_bez_vesti_odin_pogib
April 23, 2022	In the Kharkiv region, with the arrival of the Russian military, people began to take to the streets of the villages without fear	https://www.1tv.ru/news/2022-04-23/427130-v_harkovskoy_oblasti_s_prihodom_rossiyskih_voennyh_lyudi_bez_boyazni_stali_vyhodit_na_ulitsy_poselkov
April 23, 2022	Mariupol is doing everything to restore peaceful life as soon as possible	https://www.1tv.ru/news/2022-04-23/427129-v_mariupole_delayut_vse_chtoby_kak_mozhno_skoree_vosstanovit_mirnuyu_zhizn
April 23, 2022	Orthodox believers celebrate Holy Saturday - a solemn day that precedes Easter	https://www.1tv.ru/news/2022-04-23/427128-pravoslavnye_veruyuschie_otmechayut_velikuyu_subbotu_torzhestvennyy_den_kotoryy_predshestvuet_pashe
April 22, 2022	The release of the program "Time" at 21:00 on 04/22/2022	https://www.1tv.ru/news/2022-04-22/427114-vypusk_programmy_vremya_v_21_00_ot_22_04_2022
April 22, 2022	By choosing three more finalists of the show "Voice.Children", the viewers of Channel One will also support the wards of the AdVita fund	https://www.1tv.ru/news/2022-04-22/427124-vybiraya_esche_troih_finalistov_shou_golos_deti_zriteli_pervogo_kanala_podderzhat_i_podopechnyh_fonda_advita
April 22, 2022	Orthodox world celebrates Good Friday	https://www.1tv.ru/news/2022-04-22/427123-pravoslavnyy_mir_otmetil_strastnuyu_pyatnitsu
April 22, 2022	Easter cakes are sent to Donbass along with humanitarian aid	https://www.1tv.ru/news/2022-04-22/427122-v_donbass_vmeste_s_gumanitarnoy_pomoschyu_otpravlyayut_kulichi
April 22, 2022	Three years probation for illegal elk hunting - sentenced to the deputy from the Communist Party of the Russian Federation Valery Rashkin	https://www.1tv.ru/news/2022-04-22/427111-tri_goda_uslovno_za_nezakonnuyu_ohotu_na_losya_prigovor_deputatu_ot_kprf_valeriyu_rashkinu
April 22, 2022	Swimmer Evgeny Rylov suspended for 9 months from international competitions	https://www.1tv.ru/news/2022-04-22/427126-plovets_evgeniy_rylov_na_9_mesyatsev_otstranen_ot_mezhdunarodnyh_sorevnovaniy
April 22, 2022	Sowing campaign in full swing in Russian regions	https://www.1tv.ru/news/2022-04-22/427109-v_rossiyskih_regionah_v_razgare_posevnaya_kampaniya
April 22, 2022	Serial deliveries of Sarmat missiles to the troops will begin this fall	https://www.1tv.ru/news/2022-04-22/427108-seriynye_postavki_v_voyska_rakety_sarmat_nachnutsya_uzhe_etoy_osenyu
April 22, 2022	The European Commission allowed the possibility of settlements with Russia for gas in rubles	https://www.1tv.ru/news/2022-04-22/427121-evrokomissiya_dopustila_vozmozhnost_raschetov_s_rossiey_za_gaz_v_rublyah
April 22, 2022	Negotiations between the Foreign Ministers of Russia and Kazakhstan took place in Moscow	https://www.1tv.ru/news/2022-04-22/427093-v_moskve_sostoyalis_peregovory_glav_mid_rossii_i_kazahstana
April 22, 2022	Vladimir Putin spoke with members of the Security Council of the Russian Federation about relations with neighbors in the CIS	https://www.1tv.ru/news/2022-04-22/427120-vladimir_putin_s_uchastnikami_sovbeza_rf_govoril_ob_otnosheniyah_s_sosedyami_po_sng
