24 апреля 2022 года	Андрей Рублев в финале престижного теннисного турнира обыграл Новака Джоковича	https://www.1tv.ru/news/2022-04-24/427232-andrey_rublev_v_finale_prestizhnogo_tennisnogo_turnira_obygral_novaka_dzhokovicha
24 апреля 2022 года	Франция выбирает президента — сегодня второй тур голосования	https://www.1tv.ru/news/2022-04-24/427231-frantsiya_vybiraet_prezidenta_segodnya_vtoroy_tur_golosovaniya
24 апреля 2022 года	В Миассе женщина получила ожоги в результате самодеятельного фаер-шоу	https://www.1tv.ru/news/2022-04-24/427230-v_miasse_zhenschina_poluchila_ozhogi_v_rezultate_samodeyatelnogo_faer_shou
24 апреля 2022 года	В Россию из Донбасса и с Украины приехали уже без малого миллион беженцев	https://www.1tv.ru/news/2022-04-24/427229-v_rossiyu_iz_donbassa_i_s_ukrainy_priehali_uzhe_bez_malogo_million_bezhentsev
24 апреля 2022 года	Российские военнослужащие спасли жизнь раненому украинскому офицеру	https://www.1tv.ru/news/2022-04-24/427228-rossiyskie_voennosluzhaschie_spasli_zhizn_ranenomu_ukrainskomu_ofitseru
24 апреля 2022 года	Российское Минобороны публикует новый список потерь Национальной гвардии Украины	https://www.1tv.ru/news/2022-04-24/427227-rossiyskoe_minoborony_publikuet_novyy_spisok_poter_natsionalnoy_gvardii_ukrainy
24 апреля 2022 года	В Минобороны РФ продолжают информировать о ходе спецоперации по защите Донбасса	https://www.1tv.ru/news/2022-04-24/427226-v_minoborony_rf_prodolzhayut_informirovat_o_hode_spetsoperatsii_po_zaschite_donbassa
24 апреля 2022 года	Бойцы армии России геройски выполняют задачи в зоне спецоперации по защите Донбасса	https://www.1tv.ru/news/2022-04-24/427225-boytsy_armii_rossii_geroyski_vypolnyayut_zadachi_v_zone_spetsoperatsii_po_zaschite_donbassa
24 апреля 2022 года	Российские военные к Пасхе доставили гуманитарную помощь в город Купянск в Харьковской области	https://www.1tv.ru/news/2022-04-24/427224-rossiyskie_voennye_k_pashe_dostavili_gumanitarnuyu_pomosch_v_gorod_kupyansk_v_harkovskoy_oblasti
24 апреля 2022 года	Пасхальные богослужения прошли этой ночью и в Мариуполе, освобожденном от нацистов	https://www.1tv.ru/news/2022-04-24/427223-pashalnye_bogosluzheniya_proshli_etoy_nochyu_i_v_mariupole_osvobozhdennom_ot_natsistov
24 апреля 2022 года	Владимир Путин поздравил верующих с великим праздником Пасхи и отметил объединение людей	https://www.1tv.ru/news/2022-04-24/427222-vladimir_putin_pozdravil_veruyuschih_s_velikim_prazdnikom_pashi_i_otmetil_ob_edinenie_lyudey
24 апреля 2022 года	Впервые после пандемии в России верующие смогли массово встретить светлый праздник Пасхи	https://www.1tv.ru/news/2022-04-24/427221-vpervye_posle_pandemii_v_rossii_veruyuschie_smogli_massovo_vstretit_svetlyy_prazdnik_pashi
24 апреля 2022 года	Выпуск новостей в 15:00 от 24.04.2022	https://www.1tv.ru/news/2022-04-24/427210-vypusk_novostey_v_15_00_ot_24_04_2022
24 апреля 2022 года	Во Франции финальная политическая дуэль — второй тур президентских выборов	https://www.1tv.ru/news/2022-04-24/427219-vo_frantsii_finalnaya_politicheskaya_duel_vtoroy_tur_prezidentskih_vyborov
24 апреля 2022 года	Российские военные спасли жизнь раненому украинскому офицеру	https://www.1tv.ru/news/2022-04-24/427214-rossiyskie_voennye_spasli_zhizn_ranenomu_ukrainskomu_ofitseru
24 апреля 2022 года	Минобороны РФ опубликовало новый список потерь Национальной гвардии Украины	https://www.1tv.ru/news/2022-04-24/427215-minoborony_rf_opublikovalo_novyy_spisok_poter_natsionalnoy_gvardii_ukrainy
24 апреля 2022 года	Российские военные за ночь выполнили более 420 огневых задач на Украине	https://www.1tv.ru/news/2022-04-24/427216-rossiyskie_voennye_za_noch_vypolnili_bolee_420_ognevyh_zadach_na_ukraine
24 апреля 2022 года	Бойцы армии России геройски выполняют задачи в зоне спецоперации по защите Донбасса	https://www.1tv.ru/news/2022-04-24/427213-boytsy_armii_rossii_geroyski_vypolnyayut_zadachi_v_zone_spetsoperatsii_po_zaschite_donbassa
24 апреля 2022 года	Гуманитарную помощь встретили в Купянске Харьковской области	https://www.1tv.ru/news/2022-04-24/427212-gumanitarnuyu_pomosch_vstretili_v_kupyanske_harkovskoy_oblasti
24 апреля 2022 года	В Мариуполе прошли праздничные богослужения	https://www.1tv.ru/news/2022-04-24/427218-v_mariupole_proshli_prazdnichnye_bogosluzheniya
24 апреля 2022 года	Владимир Путин поздравил верующих	https://www.1tv.ru/news/2022-04-24/427217-vladimir_putin_pozdravil_veruyuschih
24 апреля 2022 года	Православные всего мира отмечают Воскресение Христово	https://www.1tv.ru/news/2022-04-24/427211-pravoslavnye_vsego_mira_otmechayut_voskresenie_hristovo
24 апреля 2022 года	Выпуск новостей в 12:00 от 24.04.2022	https://www.1tv.ru/news/2022-04-24/427198-vypusk_novostey_v_12_00_ot_24_04_2022
24 апреля 2022 года	Москва во власти североатлантического циклона	https://www.1tv.ru/news/2022-04-24/427204-moskva_vo_vlasti_severoatlanticheskogo_tsiklona
24 апреля 2022 года	Полиция города Миасса изучает обстоятельства инцидента во время огненного шоу	https://www.1tv.ru/news/2022-04-24/427202-politsiya_goroda_miassa_izuchaet_obstoyatelstva_intsidenta_vo_vremya_ognennogo_shou
24 апреля 2022 года	Американский телеканал иронизирует на тему нервного срыва жителей США	https://www.1tv.ru/news/2022-04-24/427203-amerikanskiy_telekanal_ironiziruet_na_temu_nervnogo_sryva_zhiteley_ssha
24 апреля 2022 года	Примета мирной жизни в Херсоне — местный рынок снова бурлит	https://www.1tv.ru/news/2022-04-24/427201-primeta_mirnoy_zhizni_v_hersone_mestnyy_rynok_snova_burlit
24 апреля 2022 года	Куличи и яйца к празднику есть у жителей Купянска и Изюма Харьковской области	https://www.1tv.ru/news/2022-04-24/427209-kulichi_i_yaytsa_k_prazdniku_est_u_zhiteley_kupyanska_i_izyuma_harkovskoy_oblasti
24 апреля 2022 года	В Подмосковье защитникам Донбасса вручили государственные награды	https://www.1tv.ru/news/2022-04-24/427208-v_podmoskovie_zaschitnikam_donbassa_vruchili_gosudarstvennye_nagrady
24 апреля 2022 года	Российские бойцы спасли жизнь служащему ВСУ	https://www.1tv.ru/news/2022-04-24/427207-rossiyskie_boytsy_spasli_zhizn_sluzhaschemu_vsu
24 апреля 2022 года	Новые данные от российского Минобороны о ходе специальной военной операции по защите Донбасса	https://www.1tv.ru/news/2022-04-24/427206-novye_dannye_ot_rossiyskogo_minoborony_o_hode_spetsialnoy_voennoy_operatsii_po_zaschite_donbassa
24 апреля 2022 года	В четырех храмах Мариуполя проходят пасхальные богослужения	https://www.1tv.ru/news/2022-04-24/427205-v_chetyreh_hramah_mariupolya_prohodyat_pashalnye_bogosluzheniya
24 апреля 2022 года	К верующим обратился президент России	https://www.1tv.ru/news/2022-04-24/427200-k_veruyuschim_obratilsya_prezident_rossii
24 апреля 2022 года	Православные отмечают главный христианский праздник	https://www.1tv.ru/news/2022-04-24/427199-pravoslavnye_otmechayut_glavnyy_hristianskiy_prazdnik
24 апреля 2022 года	Выпуск новостей в 10:00 от 24.04.2022	https://www.1tv.ru/news/2022-04-24/427195-vypusk_novostey_v_10_00_ot_24_04_2022
24 апреля 2022 года	Фестиваль воздушных шаров проходит в Переславле-Залесском	https://www.1tv.ru/news/2022-04-24/427192-festival_vozdushnyh_sharov_prohodit_v_pereslavle_zalesskom
24 апреля 2022 года	Национальный парк «Земля леопарда» отмечает 10-летие	https://www.1tv.ru/news/2022-04-24/427197-natsionalnyy_park_zemlya_leoparda_otmechaet_10_letie
24 апреля 2022 года	Макрон против Ле Пен: во Франции второй тур президентских выборов	https://www.1tv.ru/news/2022-04-24/427191-makron_protiv_le_pen_vo_frantsii_vtoroy_tur_prezidentskih_vyborov
24 апреля 2022 года	Новые имена российских военных, которые освобождают территории от националистов	https://www.1tv.ru/news/2022-04-24/427194-novye_imena_rossiyskih_voennyh_kotorye_osvobozhdayut_territorii_ot_natsionalistov
24 апреля 2022 года	Гуманитарную помощь для беженцев привезли в город Купянск в Харьковской области	https://www.1tv.ru/news/2022-04-24/427190-gumanitarnuyu_pomosch_dlya_bezhentsev_privezli_v_gorod_kupyansk_v_harkovskoy_oblasti
24 апреля 2022 года	Пасхальные богослужения проходят в Мариуполе, освобожденном от националистов	https://www.1tv.ru/news/2022-04-24/427196-pashalnye_bogosluzheniya_prohodyat_v_mariupole_osvobozhdennom_ot_natsionalistov
24 апреля 2022 года	С Пасхой православных поздравил Владимир Путин	https://www.1tv.ru/news/2022-04-24/427193-s_pashoy_pravoslavnyh_pozdravil_vladimir_putin
24 апреля 2022 года	Христово Воскресение отмечают православные всего мира	https://www.1tv.ru/news/2022-04-24/427189-hristovo_voskresenie_otmechayut_pravoslavnye_vsego_mira
23 апреля 2022 года	Выпуск программы «Время» в 21:00 от 23.04.2022	https://www.1tv.ru/news/2022-04-23/427175-vypusk_programmy_vremya_v_21_00_ot_23_04_2022
23 апреля 2022 года	В Москве стартовал праздник художественной гимнастики — фестиваль «Алина»	https://www.1tv.ru/news/2022-04-23/427187-v_moskve_startoval_prazdnik_hudozhestvennoy_gimnastiki_festival_alina
23 апреля 2022 года	Настоящий культурный праздник для беженцев из Донбасса устроили в Москве	https://www.1tv.ru/news/2022-04-23/427186-nastoyaschiy_kulturnyy_prazdnik_dlya_bezhentsev_iz_donbassa_ustroili_v_moskve
23 апреля 2022 года	Сирот из Донбасса, на долю которых выпали тяжелейшие испытания, встретили в Подмосковье их новые семьи	https://www.1tv.ru/news/2022-04-23/427185-sirot_iz_donbassa_na_dolyu_kotoryh_vypali_tyazheleyshie_ispytaniya_vstretili_v_podmoskovie_ih_novye_semi
23 апреля 2022 года	Российские военные геройски выполняют боевые задачи в ходе спецоперации на Украине	https://www.1tv.ru/news/2022-04-23/427184-rossiyskie_voennye_geroyski_vypolnyayut_boevye_zadachi_v_hode_spetsoperatsii_na_ukraine
23 апреля 2022 года	Жертвами новых провокаций на Украине могут стать десятки тысяч мирных жителей	https://www.1tv.ru/news/2022-04-23/427183-zhertvami_novyh_provokatsiy_na_ukraine_mogut_stat_desyatki_tysyach_mirnyh_zhiteley
23 апреля 2022 года	Обнаружены новые доказательства того, что наблюдатели ОБСЕ работали на украинскую разведку	https://www.1tv.ru/news/2022-04-23/427182-obnaruzheny_novye_dokazatelstva_togo_chto_nablyudateli_obse_rabotali_na_ukrainskuyu_razvedku
23 апреля 2022 года	В течение дня высокоточными ракетами воздушного базирования ВКС РФ поражены 22 военных объекта Украины	https://www.1tv.ru/news/2022-04-23/427181-v_techenie_dnya_vysokotochnymi_raketami_vozdushnogo_bazirovaniya_vks_rf_porazheny_22_voennyh_ob_ekta_ukrainy
23 апреля 2022 года	В канун Пасхи киевский режим готовит провокации против Украинской православной церкви	https://www.1tv.ru/news/2022-04-23/427188-v_kanun_pashi_kievskiy_rezhim_gotovit_provokatsii_protiv_ukrainskoy_pravoslavnoy_tserkvi
23 апреля 2022 года	Украинские нацисты сорвали эвакуацию из Мариуполя жителей, которых Киев хотел вывезти на свою территорию	https://www.1tv.ru/news/2022-04-23/427180-ukrainskie_natsisty_sorvali_evakuatsiyu_iz_mariupolya_zhiteley_kotoryh_kiev_hotel_vyvezti_na_svoyu_territoriyu
23 апреля 2022 года	Патриарх Кирилл призвал верующих молиться о мире на Украине	https://www.1tv.ru/news/2022-04-23/427179-patriarh_kirill_prizval_veruyuschih_molitsya_o_mire_na_ukraine
23 апреля 2022 года	Благодатный огонь, сошедший в Иерусалиме, везут в Москву	https://www.1tv.ru/news/2022-04-23/427178-blagodatnyy_ogon_soshedshiy_v_ierusalime_vezut_v_moskvu
23 апреля 2022 года	Патриарх Кирилл проведет Пасхальное богослужение в храме Христа Спасителя	https://www.1tv.ru/news/2022-04-23/427176-patriarh_kirill_provedet_pashalnoe_bogosluzhenie_v_hrame_hrista_spasitelya
23 апреля 2022 года	Выпуск новостей в 18:00 от 23.04.2022	https://www.1tv.ru/news/2022-04-23/427163-vypusk_novostey_v_18_00_ot_23_04_2022
23 апреля 2022 года	В Театре Сатиры «Маскарад» Лермонтова перевели на язык хореографии и мимики	https://www.1tv.ru/news/2022-04-23/427173-v_teatre_satiry_maskarad_lermontova_pereveli_na_yazyk_horeografii_i_mimiki
23 апреля 2022 года	Джо Байден снова оказался в центре внимания СМИ	https://www.1tv.ru/news/2022-04-23/427172-dzho_bayden_snova_okazalsya_v_tsentre_vnimaniya_smi
23 апреля 2022 года	Роскосмос провел внеплановую коррекцию орбиты МКС	https://www.1tv.ru/news/2022-04-23/427171-roskosmos_provel_vneplanovuyu_korrektsiyu_orbity_mks
23 апреля 2022 года	Росавиация продлила до 1 мая запрет на полеты в 11 аэропортов юга и центра РФ	https://www.1tv.ru/news/2022-04-23/427170-rosaviatsiya_prodlila_do_1_maya_zapret_na_polety_v_11_aeroportov_yuga_i_tsentra_rf
23 апреля 2022 года	20 детей с минно-взрывными травмами из ДНР, ЛНР и Украины походят лечение в Москве	https://www.1tv.ru/news/2022-04-23/427168-20_detey_s_minno_vzryvnymi_travmami_iz_dnr_lnr_i_ukrainy_pohodyat_lechenie_v_moskve
23 апреля 2022 года	Минобороны РФ показало новые кадры ударов по позициям украинских Вооруженных сил	https://www.1tv.ru/news/2022-04-23/427174-minoborony_rf_pokazalo_novye_kadry_udarov_po_pozitsiyam_ukrainskih_vooruzhennyh_sil
23 апреля 2022 года	После освобождения Мариуполя от бандформирований город возвращается к нормальной жизни	https://www.1tv.ru/news/2022-04-23/427167-posle_osvobozhdeniya_mariupolya_ot_bandformirovaniy_gorod_vozvraschaetsya_k_normalnoy_zhizni
23 апреля 2022 года	Минобороны РФ сообщило о планах Киева устроить на Украине инсценировку с использованием оружия массового поражения	https://www.1tv.ru/news/2022-04-23/427166-minoborony_rf_soobschilo_o_planah_kieva_ustroit_na_ukraine_instsenirovku_s_ispolzovaniem_oruzhiya_massovogo_porazheniya
23 апреля 2022 года	В Иерусалиме встретили Благодатный огонь	https://www.1tv.ru/news/2022-04-23/427165-v_ierusalime_vstretili_blagodatnyy_ogon
23 апреля 2022 года	Миллионы верующих в канун Светлого Христова Воскресения освещают пасхальные угощения	https://www.1tv.ru/news/2022-04-23/427164-milliony_veruyuschih_v_kanun_svetlogo_hristova_voskreseniya_osveschayut_pashalnye_ugoscheniya
23 апреля 2022 года	Выпуск новостей в 14:15 от 23.04.2022	https://www.1tv.ru/news/2022-04-23/427151-vypusk_novostey_v_14_15_ot_23_04_2022
23 апреля 2022 года	В Иерусалиме в храме Гроба Господня сошел Благодатный огонь	https://www.1tv.ru/news/2022-04-23/427159-v_ierusalime_v_hrame_groba_gospodnya_soshel_blagodatnyy_ogon
23 апреля 2022 года	В Театре Сатиры поставили лермонтовский «Маскарад» в жанре пластической драмы	https://www.1tv.ru/news/2022-04-23/427158-v_teatre_satiry_postavili_lermontovskiy_maskarad_v_zhanre_plasticheskoy_dramy
23 апреля 2022 года	Росавиация продлила ограничение на полеты в 11 аэропортов страны	https://www.1tv.ru/news/2022-04-23/427144-rosaviatsiya_prodlila_ogranichenie_na_polety_v_11_aeroportov_strany
23 апреля 2022 года	Минувшей ночью на Балканах произошло землетрясение магнитудой около шести	https://www.1tv.ru/news/2022-04-23/427143-minuvshey_nochyu_na_balkanah_proizoshlo_zemletryasenie_magnitudoy_okolo_shesti
23 апреля 2022 года	В Московскую область приехали сироты из ДНР, которых устроят в приемные семьи под опеку	https://www.1tv.ru/news/2022-04-23/427162-v_moskovskuyu_oblast_priehali_siroty_iz_dnr_kotoryh_ustroyat_v_priemnye_semi_pod_opeku
23 апреля 2022 года	20 детей из Донецкой и Луганской республик, которые пострадали от обстрелов ВСУ, сейчас лечатся в столичных клиниках	https://www.1tv.ru/news/2022-04-23/427157-20_detey_iz_donetskoy_i_luganskoy_respublik_kotorye_postradali_ot_obstrelov_vsu_seychas_lechatsya_v_stolichnyh_klinikah
23 апреля 2022 года	Пленный украинский военный рассказал про обряд посвящения через кровь в ВСУ	https://www.1tv.ru/news/2022-04-23/427161-plennyy_ukrainskiy_voennyy_rasskazal_pro_obryad_posvyascheniya_cherez_krov_v_vsu
23 апреля 2022 года	На крупнейшем в Харькове почтовом складе прогремел мощный взрыв	https://www.1tv.ru/news/2022-04-23/427160-na_krupneyshem_v_harkove_pochtovom_sklade_progremel_moschnyy_vzryv
23 апреля 2022 года	Жителям Харьковской области доставили очередную партию гуманитарной помощи	https://www.1tv.ru/news/2022-04-23/427156-zhitelyam_harkovskoy_oblasti_dostavili_ocherednuyu_partiyu_gumanitarnoy_pomoschi
23 апреля 2022 года	Нормальная жизнь постепенно возвращается во все города, освобожденные от националистов	https://www.1tv.ru/news/2022-04-23/427155-normalnaya_zhizn_postepenno_vozvraschaetsya_vo_vse_goroda_osvobozhdennye_ot_natsionalistov
23 апреля 2022 года	В Мариуполе налаживают связь и мобильный интернет, в ближайших планах восстановить хлебозавод	https://www.1tv.ru/news/2022-04-23/427154-v_mariupole_nalazhivayut_svyaz_i_mobilnyy_internet_v_blizhayshih_planah_vosstanovit_hlebozavod
23 апреля 2022 года	Оперативно-тактической и армейской авиацией ВКС РФ в течение ночи поражены 66 военных объектов Украины	https://www.1tv.ru/news/2022-04-23/427153-operativno_takticheskoy_i_armeyskoy_aviatsiey_vks_rf_v_techenie_nochi_porazheny_66_voennyh_ob_ektov_ukrainy
23 апреля 2022 года	США готовят инсценировки с целью обвинить Россию в применении оружия массового поражения на Украине	https://www.1tv.ru/news/2022-04-23/427152-ssha_gotovyat_instsenirovki_s_tselyu_obvinit_rossiyu_v_primenenii_oruzhiya_massovogo_porazheniya_na_ukraine
23 апреля 2022 года	Выпуск новостей в 12:55 от 23.04.2022	https://www.1tv.ru/news/2022-04-23/427148-vypusk_novostey_v_12_55_ot_23_04_2022
23 апреля 2022 года	Освященные патриархом Кириллом пасхи и куличи отправят в Донбасс с гуманитарной помощью	https://www.1tv.ru/news/2022-04-23/427150-osvyaschennye_patriarhom_kirillom_pashi_i_kulichi_otpravyat_v_donbass_s_gumanitarnoy_pomoschyu
23 апреля 2022 года	Патриарх Кирилл поздравил православных верующих с наступающим праздником Пасхи	https://www.1tv.ru/news/2022-04-23/427147-patriarh_kirill_pozdravil_pravoslavnyh_veruyuschih_s_nastupayuschim_prazdnikom_pashi
23 апреля 2022 года	Миллионы верующих ожидают чуда — схождения благодатного огня в Иерусалиме	https://www.1tv.ru/news/2022-04-23/427149-milliony_veruyuschih_ozhidayut_chuda_shozhdeniya_blagodatnogo_ognya_v_ierusalime
23 апреля 2022 года	Выпуск новостей в 12:00 от 23.04.2022	https://www.1tv.ru/news/2022-04-23/427136-vypusk_novostey_v_12_00_ot_23_04_2022
23 апреля 2022 года	В Московскую область приехали сироты из ДНР, которых устроят в приемные семьи под опеку	https://www.1tv.ru/news/2022-04-23/427142-v_moskovskuyu_oblast_priehali_siroty_iz_dnr_kotoryh_ustroyat_v_priemnye_semi_pod_opeku
23 апреля 2022 года	Мирная жизнь возвращается в города, еще недавно занятые украинскими националистами	https://www.1tv.ru/news/2022-04-23/427140-mirnaya_zhizn_vozvraschaetsya_v_goroda_esche_nedavno_zanyatye_ukrainskimi_natsionalistami
23 апреля 2022 года	Мощный взрыв произошел на крупнейшем харьковском почтовом складе	https://www.1tv.ru/news/2022-04-23/427141-moschnyy_vzryv_proizoshel_na_krupneyshem_harkovskom_pochtovom_sklade
23 апреля 2022 года	В освобожденном от радикалов Мариуполе восстанавливают мирную жизнь	https://www.1tv.ru/news/2022-04-23/427138-v_osvobozhdennom_ot_radikalov_mariupole_vosstanavlivayut_mirnuyu_zhizn
23 апреля 2022 года	Минобороны сообщило новые данные о ходе спецоперации по защите Донбасса	https://www.1tv.ru/news/2022-04-23/427139-minoborony_soobschilo_novye_dannye_o_hode_spetsoperatsii_po_zaschite_donbassa
23 апреля 2022 года	США готовят провокации, чтобы обвинить Россию в применении химического, биологического или тактического ядерного оружия	https://www.1tv.ru/news/2022-04-23/427146-ssha_gotovyat_provokatsii_chtoby_obvinit_rossiyu_v_primenenii_himicheskogo_biologicheskogo_ili_takticheskogo_yadernogo_oruzhiya
23 апреля 2022 года	Православные верующие готовятся к главному церковному празднику — Пасхе	https://www.1tv.ru/news/2022-04-23/427137-pravoslavnye_veruyuschie_gotovyatsya_k_glavnomu_tserkovnomu_prazdniku_pashe
23 апреля 2022 года	Выпуск новостей в 10:00 от 23.04.2022	https://www.1tv.ru/news/2022-04-23/427127-vypusk_novostey_v_10_00_ot_23_04_2022
23 апреля 2022 года	Театр Сатиры представил необычную версию драмы Лермонтова «Маскарад»	https://www.1tv.ru/news/2022-04-23/427135-teatr_satiry_predstavil_neobychnuyu_versiyu_dramy_lermontova_maskarad
23 апреля 2022 года	Джо Байден вновь поздоровался с пустотой после выступления в Сиэтле	https://www.1tv.ru/news/2022-04-23/427134-dzho_bayden_vnov_pozdorovalsya_s_pustotoy_posle_vystupleniya_v_sietle
23 апреля 2022 года	Российские ударные вертолеты Ка-52 уничтожили танк, боевую машину пехоты и опорный пункт ВСУ	https://www.1tv.ru/news/2022-04-23/427133-rossiyskie_udarnye_vertolety_ka_52_unichtozhili_tank_boevuyu_mashinu_pehoty_i_opornyy_punkt_vsu
23 апреля 2022 года	Военнослужащий ВСУ, попавший в плен, рассказал, что творится в украинской армии	https://www.1tv.ru/news/2022-04-23/427132-voennosluzhaschiy_vsu_popavshiy_v_plen_rasskazal_chto_tvoritsya_v_ukrainskoy_armii
23 апреля 2022 года	В результате пожара на крейсере «Москва» 27 моряков пропали без вести, один погиб	https://www.1tv.ru/news/2022-04-23/427131-v_rezultate_pozhara_na_kreysere_moskva_27_moryakov_propali_bez_vesti_odin_pogib
23 апреля 2022 года	В Харьковской области с приходом российских военных люди без боязни стали выходить на улицы поселков	https://www.1tv.ru/news/2022-04-23/427130-v_harkovskoy_oblasti_s_prihodom_rossiyskih_voennyh_lyudi_bez_boyazni_stali_vyhodit_na_ulitsy_poselkov
23 апреля 2022 года	В Мариуполе делают все, чтобы как можно скорее восстановить мирную жизнь	https://www.1tv.ru/news/2022-04-23/427129-v_mariupole_delayut_vse_chtoby_kak_mozhno_skoree_vosstanovit_mirnuyu_zhizn
23 апреля 2022 года	Православные верующие отмечают Великую субботу — торжественный день, который предшествует Пасхе	https://www.1tv.ru/news/2022-04-23/427128-pravoslavnye_veruyuschie_otmechayut_velikuyu_subbotu_torzhestvennyy_den_kotoryy_predshestvuet_pashe
22 апреля 2022 года	Выпуск программы «Время» в 21:00 от 22.04.2022	https://www.1tv.ru/news/2022-04-22/427114-vypusk_programmy_vremya_v_21_00_ot_22_04_2022
22 апреля 2022 года	Выбирая еще троих финалистов шоу «Голос.Дети», зрители Первого канала поддержат и подопечных фонда «АдВита»	https://www.1tv.ru/news/2022-04-22/427124-vybiraya_esche_troih_finalistov_shou_golos_deti_zriteli_pervogo_kanala_podderzhat_i_podopechnyh_fonda_advita
22 апреля 2022 года	Православный мир отметил Страстную пятницу	https://www.1tv.ru/news/2022-04-22/427123-pravoslavnyy_mir_otmetil_strastnuyu_pyatnitsu
22 апреля 2022 года	В Донбасс вместе с гуманитарной помощью отправляют куличи	https://www.1tv.ru/news/2022-04-22/427122-v_donbass_vmeste_s_gumanitarnoy_pomoschyu_otpravlyayut_kulichi
22 апреля 2022 года	Три года условно за незаконную охоту на лося — приговор депутату от КПРФ Валерию Рашкину	https://www.1tv.ru/news/2022-04-22/427111-tri_goda_uslovno_za_nezakonnuyu_ohotu_na_losya_prigovor_deputatu_ot_kprf_valeriyu_rashkinu
